Activity,Activity_Type,Activity_Value,Compound_CID,uM,p_value,Label,Final_Activity
Active,Ki,4.3e-06,122172662.0,4.3e-06,11.366531544420415,1,Active
Active,Kd,5.9e-06,122172651.0,5.9e-06,11.229147988357855,1,Active
Active,Kd,6.6e-06,122172665.0,6.6e-06,11.18045606445813,1,Active
Active,Kd,7.5e-06,122172647.0,7.5e-06,11.1249387366083,1,Active
Active,Kd,9.1e-06,122172649.0,9.1e-06,11.040958607678906,1,Active
Active,Kd,3.4e-05,122172645.0,3.4e-05,10.468521082957745,1,Active
Active,Ki,5.3e-05,123131637.0,5.3e-05,10.275724130399212,1,Active
Active,Kd,6.2e-05,122172657.0,6.2e-05,10.207608310501746,1,Active
Active,Kd,9.5e-05,162394475.0,9.5e-05,10.022276394711152,1,Active
Active,Kd,0.0001,146036007.0,0.0001,10.0,1,Active
Active,IC50,0.0001,172459814.0,0.0001,10.0,1,Active
Active,IC50,0.00013,146323099.0,0.00013,9.886056647693163,1,Active
Active,IC50,0.000152,166166755.0,0.000152,9.818156412055227,1,Active
Active,IC50,0.000152,166167095.0,0.000152,9.818156412055227,1,Active
Active,IC50,0.0002,164607192.0,0.0002,9.698970004336019,1,Active
Active,IC50,0.0002,172471234.0,0.0002,9.698970004336019,1,Active
Active,IC50,0.00024,136049448.0,0.00024,9.619788758288394,1,Active
Active,IC50,0.00025,171665290.0,0.00025,9.602059991327963,1,Active
Active,Ki,0.00025,71616053.0,0.00025,9.602059991327963,1,Active
Active,IC50,0.00025,172056492.0,0.00025,9.602059991327963,1,Active
Active,IC50,0.00027,146323048.0,0.00027,9.568636235841012,1,Active
Active,IC50,0.0003,156471789.0,0.0003,9.522878745280337,1,Active
Active,IC50,0.0003,172443434.0,0.0003,9.522878745280337,1,Active
Active,IC50,0.0003,172471837.0,0.0003,9.522878745280337,1,Active
Active,Kd,0.0003,91668531.0,0.0003,9.522878745280337,1,Active
Active,IC50,0.0003162,172461050.0,0.0003162,9.500038134403809,1,Active
Active,IC50,0.000323,166166794.0,0.000323,9.490797477668897,1,Active
Active,IC50,0.00033,168270044.0,0.00033,9.481486060122112,1,Active
Active,IC50,0.00034,156311115.0,0.00034,9.468521082957745,1,Active
Active,IC50,0.00034,146323032.0,0.00034,9.468521082957745,1,Active
Active,IC50,0.00034,168296521.0,0.00034,9.468521082957745,1,Active
Active,IC50,0.00035,172056483.0,0.00035,9.455931955649724,1,Active
Active,IC50,0.00035,156471779.0,0.00035,9.455931955649724,1,Active
Active,IC50,0.00039,168269610.0,0.00039,9.4089353929735,1,Active
Active,IC50,0.0003981,52912222.0,0.0003981,9.400007822415901,1,Active
Active,IC50,0.0004,154022894.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.0004,168297966.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.0004,166177866.0,0.0004,9.397940008672037,1,Active
Active,Ki,0.0004,132010928.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.0004,166177910.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.0004,172056490.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.0004,135276031.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.0004,157971166.0,0.0004,9.397940008672037,1,Active
Active,IC50,0.00041,168269705.0,0.00041,9.387216143280265,1,Active
Active,IC50,0.00042,135125423.0,0.00042,9.3767507096021,1,Active
Active,IC50,0.000427,54588158.0,0.000427,9.369572124974976,1,Active
Active,IC50,0.00043,132154358.0,0.00043,9.366531544420413,1,Active
Active,IC50,0.00043,168273126.0,0.00043,9.366531544420413,1,Active
Active,IC50,0.00045,164607220.0,0.00045,9.346787486224656,1,Active
Active,IC50,0.00045,172056482.0,0.00045,9.346787486224656,1,Active
Active,IC50,0.00046,168289865.0,0.00046,9.337242168318426,1,Active
Active,Ki,0.00046,89656460.0,0.00046,9.337242168318426,1,Active
Active,IC50,0.000473,166166336.0,0.000473,9.32513885926219,1,Active
Active,IC50,0.00048,149964147.0,0.00048,9.318758762624412,1,Active
Active,IC50,0.00049,168276078.0,0.00049,9.309803919971486,1,Active
Active,IC50,0.00049,152115530.0,0.00049,9.309803919971486,1,Active
Active,IC50,0.0005,122588588.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,155511096.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,155531098.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005,166177928.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,71621850.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005,168270189.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,145974859.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005,126673098.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,71616872.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005,166177929.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,90395617.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005,166177936.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,118340538.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,145966193.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,155548897.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,90395619.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,132010719.0,0.0005,9.301029995663981,1,Active
Active,Ki,0.0005,135397673.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005,166626509.0,0.0005,9.301029995663981,1,Active
Active,IC50,0.0005012,168679653.0,0.0005012,9.299988937677888,1,Active
Active,IC50,0.00051,146323024.0,0.00051,9.292429823902063,1,Active
Active,IC50,0.00051,164607218.0,0.00051,9.292429823902063,1,Active
Active,Ki,0.00051,71621707.0,0.00051,9.292429823902063,1,Active
Active,IC50,0.00052,164607214.0,0.00052,9.2839966563652,1,Active
Active,IC50,0.00052,168293940.0,0.00052,9.2839966563652,1,Active
Active,Ki,0.00052,71616768.0,0.00052,9.2839966563652,1,Active
Active,IC50,0.00053,168269330.0,0.00053,9.275724130399212,1,Active
Active,IC50,0.00053,156400923.0,0.00053,9.275724130399212,1,Active
Active,IC50,0.00054,168290322.0,0.00054,9.267606240177031,1,Active
Active,IC50,0.00054,165068270.0,0.00054,9.267606240177031,1,Active
Active,IC50,0.00055,156471858.0,0.00055,9.259637310505756,1,Active
Active,IC50,0.00056,168292101.0,0.00056,9.2518119729938,1,Active
Active,IC50,0.00056,168280573.0,0.00056,9.2518119729938,1,Active
Active,IC50,0.00057,156471897.0,0.00057,9.244125144327509,1,Active
Active,IC50,0.00057,168287825.0,0.00057,9.244125144327509,1,Active
Active,Ki,0.00057,89657397.0,0.00057,9.244125144327509,1,Active
Active,IC50,0.000584,54588760.0,0.000584,9.233587152887601,1,Active
Active,IC50,0.00059,168274205.0,0.00059,9.229147988357855,1,Active
Active,IC50,0.00059,156471785.0,0.00059,9.229147988357855,1,Active
Active,IC50,0.0006,166627974.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,172440234.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,168281829.0,0.0006,9.221848749616356,1,Active
Active,Ki,0.0006,117775856.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,168271392.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,164608862.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,166631461.0,0.0006,9.221848749616356,1,Active
Active,Ki,0.0006,132010677.0,0.0006,9.221848749616356,1,Active
Active,Ki,0.0006,155560126.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,122688445.0,0.0006,9.221848749616356,1,Active
Active,Ki,0.0006,86581538.0,0.0006,9.221848749616356,1,Active
Active,IC50,0.0006,135276449.0,0.0006,9.221848749616356,1,Active
Active,Ki,0.000605,146011716.0,0.000605,9.21824462534753,1,Active
Active,IC50,0.00061,172056493.0,0.00061,9.214670164989233,1,Active
Active,IC50,0.00061,156471826.0,0.00061,9.214670164989233,1,Active
Active,Ki,0.00062,78425807.0,0.00062,9.207608310501746,1,Active
Active,Kd,0.00063,146018691.0,0.00063,9.200659450546418,1,Active
Active,Ki,0.00063,71616988.0,0.00063,9.200659450546418,1,Active
Active,IC50,0.000631,169408421.0,0.000631,9.199970640755865,1,Active
Active,IC50,0.000631,168510216.0,0.000631,9.199970640755865,1,Active
Active,IC50,0.00065,168297831.0,0.00065,9.187086643357144,1,Active
Active,Ki,0.00065,71617220.0,0.00065,9.187086643357144,1,Active
Active,IC50,0.00065,132010322.0,0.00065,9.187086643357144,1,Active
Active,IC50,0.00066,156471786.0,0.00066,9.18045606445813,1,Active
Active,IC50,0.00066,172056484.0,0.00066,9.18045606445813,1,Active
Active,Ki,0.000669,86582295.0,0.000669,9.174573882232178,1,Active
Active,IC50,0.00068,168273501.0,0.00068,9.167491087293763,1,Active
Active,IC50,0.00068,151216640.0,0.00068,9.167491087293763,1,Active
Active,Ki,0.00068,71616056.0,0.00068,9.167491087293763,1,Active
Active,Ki,0.00069,89656189.0,0.00069,9.161150909262744,1,Active
Active,IC50,0.0007,118863284.0,0.0007,9.154901959985743,1,Active
Active,Ki,0.0007,155528199.0,0.0007,9.154901959985743,1,Active
Active,Ki,0.0007,118340603.0,0.0007,9.154901959985743,1,Active
Active,Ki,0.0007,155523560.0,0.0007,9.154901959985743,1,Active
Active,IC50,0.0007,122688381.0,0.0007,9.154901959985743,1,Active
Active,IC50,0.0007,71600087.0,0.0007,9.154901959985743,1,Active
Active,IC50,0.0007,164607193.0,0.0007,9.154901959985743,1,Active
Active,IC50,0.00072,168279069.0,0.00072,9.142667503568731,1,Active
Active,Ki,0.00072,71616874.0,0.00072,9.142667503568731,1,Active
Active,Ki,0.00073,86270928.0,0.00073,9.136677139879545,1,Active
Active,Ki,0.00074,71617336.0,0.00074,9.130768280269024,1,Active
Active,Ki,0.00075,71617460.0,0.00075,9.1249387366083,1,Active
Active,IC50,0.00075,146323037.0,0.00075,9.1249387366083,1,Active
Active,Ki,0.00075,71615944.0,0.00075,9.1249387366083,1,Active
Active,Ki,0.00078,89657377.0,0.00078,9.10790539730952,1,Active
Active,Ki,0.00079,89657357.0,0.00079,9.102372908709558,1,Active
Active,IC50,0.00079,156471895.0,0.00079,9.102372908709558,1,Active
Active,IC50,0.00079,164607215.0,0.00079,9.102372908709558,1,Active
Active,Ki,0.0008,118138005.0,0.0008,9.096910013008056,1,Active
Active,Kd,0.0008,118340554.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,132010164.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,117775642.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,132010990.0,0.0008,9.096910013008056,1,Active
Active,IC50,0.0008,164607219.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,155545684.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,89657569.0,0.0008,9.096910013008056,1,Active
Active,IC50,0.0008,118196474.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,155554039.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,155534721.0,0.0008,9.096910013008056,1,Active
Active,IC50,0.0008,118196485.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.0008,118340760.0,0.0008,9.096910013008056,1,Active
Active,Ki,0.00081,71617222.0,0.00081,9.09151498112135,1,Active
Active,Ki,0.00083,89657632.0,0.00083,9.080921907623926,1,Active
Active,Ki,0.00084,71617461.0,0.00084,9.075720713938118,1,Active
Active,Ki,0.00086,89656215.0,0.00086,9.065501548756432,1,Active
Active,Ki,0.00086,89657558.0,0.00086,9.065501548756432,1,Active
Active,Ki,0.00086,89656315.0,0.00086,9.065501548756432,1,Active
Active,Ki,0.00087,86270834.0,0.00087,9.060480747381382,1,Active
Active,IC50,0.00088,156400913.0,0.00088,9.05551732784983,1,Active
Active,Ki,0.00088,71617462.0,0.00088,9.05551732784983,1,Active
Active,IC50,0.00088,164740817.0,0.00088,9.05551732784983,1,Active
Active,IC50,0.0009,153697670.0,0.0009,9.045757490560675,1,Active
Active,Ki,0.0009,155533972.0,0.0009,9.045757490560675,1,Active
Active,IC50,0.0009,164610511.0,0.0009,9.045757490560675,1,Active
Active,Ki,0.0009,155523758.0,0.0009,9.045757490560675,1,Active
Active,Ki,0.0009,155558268.0,0.0009,9.045757490560675,1,Active
Active,IC50,0.0009,118196609.0,0.0009,9.045757490560675,1,Active
Active,IC50,0.0009,135276029.0,0.0009,9.045757490560675,1,Active
Active,Ki,0.0009,132010956.0,0.0009,9.045757490560675,1,Active
Active,IC50,0.00091,168295135.0,0.00091,9.040958607678906,1,Active
Active,IC50,0.00092,168290328.0,0.00092,9.036212172654444,1,Active
Active,IC50,0.000924,156811862.0,0.000924,9.034328028779893,1,Active
Active,IC50,0.00093,118137913.0,0.00093,9.031517051446064,1,Active
Active,IC50,0.00093,172056485.0,0.00093,9.031517051446064,1,Active
Active,IC50,0.00094,164607217.0,0.00094,9.0268721464003,1,Active
Active,IC50,0.00094,168286308.0,0.00094,9.0268721464003,1,Active
Active,IC50,0.00097,156471811.0,0.00097,9.013228265733755,1,Active
Active,IC50,0.00098,168283290.0,0.00098,9.008773924307505,1,Active
Active,IC50,0.00098,172056481.0,0.00098,9.008773924307505,1,Active
Active,Ki,0.00099,136236456.0,0.00099,9.00436480540245,1,Active
Active,IC50,0.00099,152186646.0,0.00099,9.00436480540245,1,Active
Active,Ki,0.001,118340829.0,0.001,9.0,1,Active
Active,IC50,0.001,122686379.0,0.001,9.0,1,Active
Active,IC50,0.001,122694874.0,0.001,9.0,1,Active
Active,IC50,0.001,122694905.0,0.001,9.0,1,Active
Active,IC50,0.001,122686579.0,0.001,9.0,1,Active
Active,IC50,0.001,122687153.0,0.001,9.0,1,Active
Active,IC50,0.001,168274462.0,0.001,9.0,1,Active
Active,IC50,0.001,122689906.0,0.001,9.0,1,Active
Active,IC50,0.001,138374971.0,0.001,9.0,1,Active
Active,IC50,0.001,122689914.0,0.001,9.0,1,Active
Active,IC50,0.001,122686338.0,0.001,9.0,1,Active
Active,IC50,0.001,122694849.0,0.001,9.0,1,Active
Active,IC50,0.001,122686604.0,0.001,9.0,1,Active
Active,IC50,0.001,122686829.0,0.001,9.0,1,Active
Active,IC50,0.001,90376135.0,0.001,9.0,1,Active
Active,IC50,0.001,122694845.0,0.001,9.0,1,Active
Active,IC50,0.001,122686363.0,0.001,9.0,1,Active
Active,IC50,0.001,122694881.0,0.001,9.0,1,Active
Active,IC50,0.001,172453592.0,0.001,9.0,1,Active
Active,IC50,0.001,122689884.0,0.001,9.0,1,Active
Active,IC50,0.001,122686519.0,0.001,9.0,1,Active
Active,IC50,0.001,122686590.0,0.001,9.0,1,Active
Active,IC50,0.001,138403632.0,0.001,9.0,1,Active
Active,IC50,0.001,138403646.0,0.001,9.0,1,Active
Active,IC50,0.001,122689894.0,0.001,9.0,1,Active
Active,IC50,0.001,122695936.0,0.001,9.0,1,Active
Active,IC50,0.001,139558453.0,0.001,9.0,1,Active
Active,IC50,0.001,139558251.0,0.001,9.0,1,Active
Active,IC50,0.001,139558288.0,0.001,9.0,1,Active
Active,IC50,0.001,139558393.0,0.001,9.0,1,Active
Active,Ki,0.001,118340720.0,0.001,9.0,1,Active
Active,IC50,0.001,73891130.0,0.001,9.0,1,Active
Active,IC50,0.001,122686751.0,0.001,9.0,1,Active
Active,IC50,0.001,138374945.0,0.001,9.0,1,Active
Active,Ki,0.001,146011705.0,0.001,9.0,1,Active
Active,IC50,0.001,135276229.0,0.001,9.0,1,Active
Active,IC50,0.001,172460107.0,0.001,9.0,1,Active
Active,IC50,0.001,126673055.0,0.001,9.0,1,Active
Active,IC50,0.001,166595965.0,0.001,9.0,1,Active
Active,IC50,0.001,146342148.0,0.001,9.0,1,Active
Active,Ki,0.001,155510847.0,0.001,9.0,1,Active
Active,IC50,0.001,122686664.0,0.001,9.0,1,Active
Active,IC50,0.001,122686353.0,0.001,9.0,1,Active
Active,IC50,0.001,122694925.0,0.001,9.0,1,Active
Active,IC50,0.001,138403636.0,0.001,9.0,1,Active
Active,IC50,0.001,139558324.0,0.001,9.0,1,Active
Active,IC50,0.001,139558426.0,0.001,9.0,1,Active
Active,Ki,0.001,132010285.0,0.001,9.0,1,Active
Active,IC50,0.001,122588564.0,0.001,9.0,1,Active
Active,Ki,0.001,86580971.0,0.001,9.0,1,Active
Active,IC50,0.001,177382080.0,0.001,9.0,1,Active
Active,IC50,0.001,146525077.0,0.001,9.0,1,Active
Active,Ki,0.001,118340612.0,0.001,9.0,1,Active
Active,IC50,0.001,138403645.0,0.001,9.0,1,Active
Active,IC50,0.001,122686679.0,0.001,9.0,1,Active
Active,Ki,0.001,162495331.0,0.001,9.0,1,Active
Active,IC50,0.001,122686372.0,0.001,9.0,1,Active
Active,IC50,0.001,138403631.0,0.001,9.0,1,Active
Active,IC50,0.001,138374950.0,0.001,9.0,1,Active
Active,IC50,0.001,138374969.0,0.001,9.0,1,Active
Active,IC50,0.001,122686479.0,0.001,9.0,1,Active
Active,Ki,0.001,71616054.0,0.001,9.0,1,Active
Active,IC50,0.001,138403639.0,0.001,9.0,1,Active
Active,IC50,0.001,122686544.0,0.001,9.0,1,Active
Active,IC50,0.001,122687286.0,0.001,9.0,1,Active
Active,IC50,0.001,172471193.0,0.001,9.0,1,Active
Active,Ki,0.001,162495304.0,0.001,9.0,1,Active
Active,Kd,0.001,46907787.0,0.001,9.0,1,Active
Active,IC50,0.001,122686492.0,0.001,9.0,1,Active
Active,IC50,0.001,138403658.0,0.001,9.0,1,Active
Active,IC50,0.001,122694945.0,0.001,9.0,1,Active
Active,IC50,0.001,138403676.0,0.001,9.0,1,Active
Active,IC50,0.001,138403641.0,0.001,9.0,1,Active
Active,IC50,0.001,122686624.0,0.001,9.0,1,Active
Active,IC50,0.001,139558435.0,0.001,9.0,1,Active
Active,IC50,0.001,122686389.0,0.001,9.0,1,Active
Active,Kd,0.001,177377429.0,0.001,9.0,1,Active
Active,IC50,0.001,122694913.0,0.001,9.0,1,Active
Active,IC50,0.001,126673021.0,0.001,9.0,1,Active
Active,IC50,0.001,126673054.0,0.001,9.0,1,Active
Active,IC50,0.001,134485952.0,0.001,9.0,1,Active
Active,IC50,0.001,138374967.0,0.001,9.0,1,Active
Active,Kd,0.001,177377431.0,0.001,9.0,1,Active
Active,Ki,0.001,162495326.0,0.001,9.0,1,Active
Active,IC50,0.001,155802732.0,0.001,9.0,1,Active
Active,IC50,0.001,122686417.0,0.001,9.0,1,Active
Active,IC50,0.001,142746017.0,0.001,9.0,1,Active
Active,IC50,0.001,122686413.0,0.001,9.0,1,Active
Active,IC50,0.001,122694869.0,0.001,9.0,1,Active
Active,IC50,0.001,122687150.0,0.001,9.0,1,Active
Active,IC50,0.001,122687184.0,0.001,9.0,1,Active
Active,IC50,0.001,122686625.0,0.001,9.0,1,Active
Active,IC50,0.001,166596094.0,0.001,9.0,1,Active
Active,IC50,0.001,138403633.0,0.001,9.0,1,Active
Active,IC50,0.001,122686398.0,0.001,9.0,1,Active
Active,IC50,0.001,122686356.0,0.001,9.0,1,Active
Active,IC50,0.001,122694873.0,0.001,9.0,1,Active
Active,IC50,0.001,122686640.0,0.001,9.0,1,Active
Active,IC50,0.001,122694924.0,0.001,9.0,1,Active
Active,IC50,0.001,138374968.0,0.001,9.0,1,Active
Active,Ki,0.001,132010104.0,0.001,9.0,1,Active
Active,IC50,0.001,138374958.0,0.001,9.0,1,Active
Active,IC50,0.001,164618768.0,0.001,9.0,1,Active
Active,IC50,0.001,122689858.0,0.001,9.0,1,Active
Active,Ki,0.001,118340729.0,0.001,9.0,1,Active
Active,Ki,0.001,118340663.0,0.001,9.0,1,Active
Active,IC50,0.001,122694839.0,0.001,9.0,1,Active
Active,IC50,0.001,122686326.0,0.001,9.0,1,Active
Active,IC50,0.001,155802704.0,0.001,9.0,1,Active
Active,IC50,0.001,138403642.0,0.001,9.0,1,Active
Active,IC50,0.001,122687160.0,0.001,9.0,1,Active
Active,IC50,0.001,122686547.0,0.001,9.0,1,Active
Active,IC50,0.001,138374965.0,0.001,9.0,1,Active
Active,IC50,0.001,155802733.0,0.001,9.0,1,Active
Active,IC50,0.001,122688356.0,0.001,9.0,1,Active
Active,IC50,0.001,122688406.0,0.001,9.0,1,Active
Active,IC50,0.001,155802706.0,0.001,9.0,1,Active
Active,IC50,0.001,122694887.0,0.001,9.0,1,Active
Active,IC50,0.001,122686350.0,0.001,9.0,1,Active
Active,IC50,0.001,135276289.0,0.001,9.0,1,Active
Active,IC50,0.001,122694904.0,0.001,9.0,1,Active
Active,IC50,0.001,122686399.0,0.001,9.0,1,Active
Active,IC50,0.001,122694847.0,0.001,9.0,1,Active
Active,IC50,0.001,122686345.0,0.001,9.0,1,Active
Active,IC50,0.001,138403643.0,0.001,9.0,1,Active
Active,IC50,0.001,138374961.0,0.001,9.0,1,Active
Active,IC50,0.001,137448670.0,0.001,9.0,1,Active
Active,IC50,0.001,122688403.0,0.001,9.0,1,Active
Active,IC50,0.001,134485954.0,0.001,9.0,1,Active
Active,IC50,0.001,122686888.0,0.001,9.0,1,Active
Active,IC50,0.001,122686598.0,0.001,9.0,1,Active
Active,IC50,0.001,142746239.0,0.001,9.0,1,Active
Active,IC50,0.001,122686388.0,0.001,9.0,1,Active
Active,IC50,0.001,122686385.0,0.001,9.0,1,Active
Active,IC50,0.001,134485955.0,0.001,9.0,1,Active
Active,IC50,0.001,138403635.0,0.001,9.0,1,Active
Active,IC50,0.001,122688390.0,0.001,9.0,1,Active
Active,IC50,0.001,155802705.0,0.001,9.0,1,Active
Active,IC50,0.001,122686592.0,0.001,9.0,1,Active
Active,IC50,0.001,122694851.0,0.001,9.0,1,Active
Active,IC50,0.001,122686553.0,0.001,9.0,1,Active
Active,IC50,0.001,122694840.0,0.001,9.0,1,Active
Active,IC50,0.001,138403640.0,0.001,9.0,1,Active
Active,IC50,0.001,122694842.0,0.001,9.0,1,Active
Active,IC50,0.001,122688389.0,0.001,9.0,1,Active
Active,IC50,0.001,122694852.0,0.001,9.0,1,Active
Active,IC50,0.001,122686511.0,0.001,9.0,1,Active
Active,IC50,0.001,139571043.0,0.001,9.0,1,Active
Active,IC50,0.001,122695943.0,0.001,9.0,1,Active
Active,IC50,0.001,122694909.0,0.001,9.0,1,Active
Active,IC50,0.001,122689911.0,0.001,9.0,1,Active
Active,IC50,0.001,122686622.0,0.001,9.0,1,Active
Active,IC50,0.001,122694921.0,0.001,9.0,1,Active
Active,IC50,0.001,122694943.0,0.001,9.0,1,Active
Active,IC50,0.001,138403655.0,0.001,9.0,1,Active
Active,IC50,0.001,138403660.0,0.001,9.0,1,Active
Active,IC50,0.001,122686426.0,0.001,9.0,1,Active
Active,IC50,0.001,169234322.0,0.001,9.0,1,Active
Active,IC50,0.001,169234313.0,0.001,9.0,1,Active
Active,IC50,0.001,169234328.0,0.001,9.0,1,Active
Active,Ki,0.001,118340843.0,0.001,9.0,1,Active
Active,IC50,0.001,122694923.0,0.001,9.0,1,Active
Active,IC50,0.001,154995476.0,0.001,9.0,1,Active
Active,IC50,0.001,134485969.0,0.001,9.0,1,Active
Active,IC50,0.001,139570818.0,0.001,9.0,1,Active
Active,IC50,0.001,138533986.0,0.001,9.0,1,Active
Active,IC50,0.001,138403679.0,0.001,9.0,1,Active
Active,IC50,0.001,138403654.0,0.001,9.0,1,Active
Active,IC50,0.001,122686331.0,0.001,9.0,1,Active
Active,IC50,0.001,122694920.0,0.001,9.0,1,Active
Active,IC50,0.001,138374962.0,0.001,9.0,1,Active
Active,IC50,0.001,138374957.0,0.001,9.0,1,Active
Active,Ki,0.001,89656009.0,0.001,9.0,1,Active
Active,IC50,0.001,122689896.0,0.001,9.0,1,Active
Active,IC50,0.001,138374949.0,0.001,9.0,1,Active
Active,IC50,0.001,138374953.0,0.001,9.0,1,Active
Active,IC50,0.001,122689900.0,0.001,9.0,1,Active
Active,IC50,0.001,138374960.0,0.001,9.0,1,Active
Active,IC50,0.001,122696117.0,0.001,9.0,1,Active
Active,Ki,0.001,118340684.0,0.001,9.0,1,Active
Active,IC50,0.001,77844001.0,0.001,9.0,1,Active
Active,IC50,0.001,155457807.0,0.001,9.0,1,Active
Active,IC50,0.001,138403634.0,0.001,9.0,1,Active
Active,IC50,0.001,122694850.0,0.001,9.0,1,Active
Active,IC50,0.001,139558308.0,0.001,9.0,1,Active
Active,IC50,0.001,91810827.0,0.001,9.0,1,Active
Active,IC50,0.001,169234335.0,0.001,9.0,1,Active
Active,IC50,0.001,122686523.0,0.001,9.0,1,Active
Active,IC50,0.001,138374951.0,0.001,9.0,1,Active
Active,IC50,0.001,138374959.0,0.001,9.0,1,Active
Active,IC50,0.001,122689895.0,0.001,9.0,1,Active
Active,IC50,0.001,169234307.0,0.001,9.0,1,Active
Active,IC50,0.001,153697722.0,0.001,9.0,1,Active
Active,IC50,0.001,122694898.0,0.001,9.0,1,Active
Active,IC50,0.001,122694912.0,0.001,9.0,1,Active
Active,IC50,0.001,122686500.0,0.001,9.0,1,Active
Active,IC50,0.001,122686605.0,0.001,9.0,1,Active
Active,IC50,0.001,138374963.0,0.001,9.0,1,Active
Active,IC50,0.001,122695999.0,0.001,9.0,1,Active
Active,IC50,0.001,145963957.0,0.001,9.0,1,Active
Active,IC50,0.001,138403656.0,0.001,9.0,1,Active
Active,IC50,0.001,142745947.0,0.001,9.0,1,Active
Active,IC50,0.001,122687154.0,0.001,9.0,1,Active
Active,Ki,0.0011,117772467.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,132010854.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,71617221.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,117772437.0,0.0011,8.958607314841775,1,Active
Active,IC50,0.0011,172056487.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,155528197.0,0.0011,8.958607314841775,1,Active
Active,IC50,0.0011,151908478.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,71616659.0,0.0011,8.958607314841775,1,Active
Active,IC50,0.0011,153697673.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,132010963.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,89656373.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,86580970.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,155516682.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,132010280.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,155532041.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,86580972.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,155535301.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,146027046.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,71616989.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,90395625.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,155549970.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,132011012.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,141718890.0,0.0011,8.958607314841775,1,Active
Active,Ki,0.0011,141718896.0,0.0011,8.958607314841775,1,Active
Active,IC50,0.00117,123131640.0,0.00117,8.931814138253838,1,Active
Active,IC50,0.0012,155457415.0,0.0012,8.920818753952375,1,Active
Active,Ki,0.0012,89657560.0,0.0012,8.920818753952375,1,Active
Active,Ki,0.0012,132010752.0,0.0012,8.920818753952375,1,Active
Active,Ki,0.0012,71616765.0,0.0012,8.920818753952375,1,Active
Active,IC50,0.0012,153697687.0,0.0012,8.920818753952375,1,Active
Active,Ki,0.0012,155540862.0,0.0012,8.920818753952375,1,Active
