Activity,Activity_Type,Activity_Value,Compound_CID,uM,p_value,Label,Final_Activity
Active,IC50,0.1,166177919.0,0.1,7.0,1,Active
Active,IC50,0.1,166177915.0,0.1,7.0,1,Active
Active,IC50,0.1,166177898.0,0.1,7.0,1,Active
Active,IC50,0.1,166177924.0,0.1,7.0,1,Active
Active,IC50,0.1,166177937.0,0.1,7.0,1,Active
Active,IC50,0.1,166177939.0,0.1,7.0,1,Active
Active,IC50,0.1,166177900.0,0.1,7.0,1,Active
Active,IC50,0.1,166177909.0,0.1,7.0,1,Active
Active,IC50,0.1,166177904.0,0.1,7.0,1,Active
Active,IC50,0.1,166177917.0,0.1,7.0,1,Active
Active,IC50,0.1,166177905.0,0.1,7.0,1,Active
Active,IC50,0.1,166177911.0,0.1,7.0,1,Active
Active,IC50,0.1,166177916.0,0.1,7.0,1,Active
Active,IC50,0.1,166177907.0,0.1,7.0,1,Active
Active,IC50,0.1,166177927.0,0.1,7.0,1,Active
Active,IC50,0.1,166177903.0,0.1,7.0,1,Active
Active,IC50,0.1,166177908.0,0.1,7.0,1,Active
Active,IC50,0.1,166177902.0,0.1,7.0,1,Active
Active,IC50,0.1,166177925.0,0.1,7.0,1,Active
Active,IC50,0.1,166177921.0,0.1,7.0,1,Active
Active,IC50,0.1,90408947.0,0.1,7.0,1,Active
Active,IC50,0.1,166177938.0,0.1,7.0,1,Active
Active,IC50,0.1,166177940.0,0.1,7.0,1,Active
Active,IC50,0.1,90409038.0,0.1,7.0,1,Active
Active,IC50,0.1,90409125.0,0.1,7.0,1,Active
Active,IC50,0.1,86299121.0,0.1,7.0,1,Active
Active,IC50,0.1,166177913.0,0.1,7.0,1,Active
Active,IC50,0.1,166177931.0,0.1,7.0,1,Active
Active,IC50,0.1,166177899.0,0.1,7.0,1,Active
Active,IC50,0.1,166177892.0,0.1,7.0,1,Active
Active,IC50,0.1,166177914.0,0.1,7.0,1,Active
Active,IC50,0.1,166177920.0,0.1,7.0,1,Active
Active,IC50,0.1,86282448.0,0.1,7.0,1,Active
Active,IC50,0.1,166177922.0,0.1,7.0,1,Active
Active,IC50,0.1,166177923.0,0.1,7.0,1,Active
Active,IC50,0.1,90408940.0,0.1,7.0,1,Active
Active,IC50,0.1,86299113.0,0.1,7.0,1,Active
Active,IC50,0.1,91826369.0,0.1,7.0,1,Active
Active,IC50,0.1,166177918.0,0.1,7.0,1,Active
Active,IC50,0.1,166177901.0,0.1,7.0,1,Active
Active,IC50,0.1,166177926.0,0.1,7.0,1,Active
Active,IC50,0.1,166177935.0,0.1,7.0,1,Active
Active,IC50,0.1,90408868.0,0.1,7.0,1,Active
Active,IC50,0.1,90409992.0,0.1,7.0,1,Active
Active,IC50,0.1,86299171.0,0.1,7.0,1,Active
Active,IC50,0.1,90410224.0,0.1,7.0,1,Active
Active,Kd,0.1,73353948.0,0.1,7.0,1,Active
Active,IC50,0.1,86299176.0,0.1,7.0,1,Active
Active,IC50,0.1,86299181.0,0.1,7.0,1,Active
Active,IC50,0.1,90410081.0,0.1,7.0,1,Active
Active,IC50,0.1,90410596.0,0.1,7.0,1,Active
Active,IC50,0.1,86299228.0,0.1,7.0,1,Active
Active,IC50,0.1,90409740.0,0.1,7.0,1,Active
Active,IC50,0.1,86299233.0,0.1,7.0,1,Active
Active,IC50,0.1,118159819.0,0.1,7.0,1,Active
Active,IC50,0.1,118159622.0,0.1,7.0,1,Active
Active,IC50,0.1,118159813.0,0.1,7.0,1,Active
Active,IC50,0.1,118159788.0,0.1,7.0,1,Active
Active,IC50,0.1,118159620.0,0.1,7.0,1,Active
Active,IC50,0.1,118467706.0,0.1,7.0,1,Active
Active,IC50,0.1,118467685.0,0.1,7.0,1,Active
Active,IC50,0.1,118467648.0,0.1,7.0,1,Active
Active,IC50,0.1,118467732.0,0.1,7.0,1,Active
Active,IC50,0.1,118467618.0,0.1,7.0,1,Active
Active,IC50,0.1,118467649.0,0.1,7.0,1,Active
Active,IC50,0.1,118467736.0,0.1,7.0,1,Active
Active,IC50,0.1,118467653.0,0.1,7.0,1,Active
Active,IC50,0.1,118467640.0,0.1,7.0,1,Active
Active,IC50,0.1,118467742.0,0.1,7.0,1,Active
Active,IC50,0.1,146012209.0,0.1,7.0,1,Active
Active,IC50,0.1,118467637.0,0.1,7.0,1,Active
Active,IC50,0.1,118467657.0,0.1,7.0,1,Active
Active,IC50,0.1,162533951.0,0.1,7.0,1,Active
Active,IC50,0.1,155921811.0,0.1,7.0,1,Active
Active,IC50,0.1,118472314.0,0.1,7.0,1,Active
Active,IC50,0.1,118467743.0,0.1,7.0,1,Active
Active,IC50,0.1,118467639.0,0.1,7.0,1,Active
Active,IC50,0.1,162533950.0,0.1,7.0,1,Active
Active,IC50,0.1,162533967.0,0.1,7.0,1,Active
Active,IC50,0.1,118467665.0,0.1,7.0,1,Active
Active,IC50,0.1,118467675.0,0.1,7.0,1,Active
Active,IC50,0.1,118467716.0,0.1,7.0,1,Active
Active,IC50,0.1,118467748.0,0.1,7.0,1,Active
Active,IC50,0.1,86299122.0,0.1,7.0,1,Active
Active,IC50,0.1,118467739.0,0.1,7.0,1,Active
Active,IC50,0.1,129185491.0,0.1,7.0,1,Active
Active,IC50,0.1,118467636.0,0.1,7.0,1,Active
Active,IC50,0.1,162533966.0,0.1,7.0,1,Active
Active,IC50,0.1,118467628.0,0.1,7.0,1,Active
Active,IC50,0.1,146012215.0,0.1,7.0,1,Active
Active,IC50,0.1,118467687.0,0.1,7.0,1,Active
Active,IC50,0.1,118467650.0,0.1,7.0,1,Active
Active,IC50,0.1,118467730.0,0.1,7.0,1,Active
Active,IC50,0.1,118467700.0,0.1,7.0,1,Active
Active,IC50,0.1,118159797.0,0.1,7.0,1,Active
Active,IC50,0.1,118159743.0,0.1,7.0,1,Active
Active,IC50,0.1,118159652.0,0.1,7.0,1,Active
Active,IC50,0.1,118159656.0,0.1,7.0,1,Active
Active,IC50,0.1,118159421.0,0.1,7.0,1,Active
Active,IC50,0.1,90410140.0,0.1,7.0,1,Active
Active,IC50,0.1,90410320.0,0.1,7.0,1,Active
Active,IC50,0.1,90409262.0,0.1,7.0,1,Active
Active,IC50,0.1,90410814.0,0.1,7.0,1,Active
Active,IC50,0.1,86299183.0,0.1,7.0,1,Active
Active,IC50,0.1,118467696.0,0.1,7.0,1,Active
Active,IC50,0.1,118467752.0,0.1,7.0,1,Active
Active,IC50,0.1,86298910.0,0.1,7.0,1,Active
Active,IC50,0.1,118159739.0,0.1,7.0,1,Active
Active,IC50,0.1,118159889.0,0.1,7.0,1,Active
Active,IC50,0.1,118159503.0,0.1,7.0,1,Active
Active,IC50,0.1,118159456.0,0.1,7.0,1,Active
Active,IC50,0.1,118159469.0,0.1,7.0,1,Active
Active,IC50,0.1,118159880.0,0.1,7.0,1,Active
Active,IC50,0.1,118467747.0,0.1,7.0,1,Active
Active,IC50,0.1,90409678.0,0.1,7.0,1,Active
Active,IC50,0.1,86299254.0,0.1,7.0,1,Active
Active,IC50,0.1,118159562.0,0.1,7.0,1,Active
Active,IC50,0.1,118159453.0,0.1,7.0,1,Active
Active,IC50,0.1,118159730.0,0.1,7.0,1,Active
Active,IC50,0.1,118159444.0,0.1,7.0,1,Active
Active,IC50,0.1,118159834.0,0.1,7.0,1,Active
Active,IC50,0.1,118159805.0,0.1,7.0,1,Active
Active,IC50,0.1,118159912.0,0.1,7.0,1,Active
Active,IC50,0.1,136963112.0,0.1,7.0,1,Active
Active,IC50,0.1,86299250.0,0.1,7.0,1,Active
Active,IC50,0.1,86299235.0,0.1,7.0,1,Active
Active,IC50,0.1,90409959.0,0.1,7.0,1,Active
Active,IC50,0.1,118159784.0,0.1,7.0,1,Active
Active,IC50,0.1,118159648.0,0.1,7.0,1,Active
Active,IC50,0.1,126572569.0,0.1,7.0,1,Active
Active,IC50,0.1,118159565.0,0.1,7.0,1,Active
Active,IC50,0.1,90409629.0,0.1,7.0,1,Active
Active,IC50,0.1,86299111.0,0.1,7.0,1,Active
Active,IC50,0.1,90409355.0,0.1,7.0,1,Active
Active,IC50,0.1,90409127.0,0.1,7.0,1,Active
Active,IC50,0.1,86299108.0,0.1,7.0,1,Active
Active,IC50,0.1,118159723.0,0.1,7.0,1,Active
Active,IC50,0.1,118159751.0,0.1,7.0,1,Active
Active,IC50,0.1,118159748.0,0.1,7.0,1,Active
Active,IC50,0.1,86299237.0,0.1,7.0,1,Active
Active,IC50,0.1,90411046.0,0.1,7.0,1,Active
Active,IC50,0.1,90410409.0,0.1,7.0,1,Active
Active,IC50,0.1,90409664.0,0.1,7.0,1,Active
Active,IC50,0.1,86299166.0,0.1,7.0,1,Active
Active,IC50,0.1,86299161.0,0.1,7.0,1,Active
Active,IC50,0.1,90409498.0,0.1,7.0,1,Active
Active,IC50,0.1,90409169.0,0.1,7.0,1,Active
Active,IC50,0.1,86299226.0,0.1,7.0,1,Active
Active,IC50,0.1,90409921.0,0.1,7.0,1,Active
Active,IC50,0.1,90409155.0,0.1,7.0,1,Active
Active,IC50,0.1,118159744.0,0.1,7.0,1,Active
Active,IC50,0.1,118177577.0,0.1,7.0,1,Active
Active,IC50,0.1,118159772.0,0.1,7.0,1,Active
Active,IC50,0.1,138961725.0,0.1,7.0,1,Active
Active,IC50,0.1,118177570.0,0.1,7.0,1,Active
Active,IC50,0.1,118159773.0,0.1,7.0,1,Active
Active,IC50,0.1,118159467.0,0.1,7.0,1,Active
Active,IC50,0.1,118159936.0,0.1,7.0,1,Active
Active,IC50,0.1,118159789.0,0.1,7.0,1,Active
Active,IC50,0.1,90409681.0,0.1,7.0,1,Active
Active,IC50,0.1,86299231.0,0.1,7.0,1,Active
Active,IC50,0.1,90409754.0,0.1,7.0,1,Active
Active,IC50,0.1,86299239.0,0.1,7.0,1,Active
Active,IC50,0.1,86299169.0,0.1,7.0,1,Active
Active,IC50,0.1,86299187.0,0.1,7.0,1,Active
Active,IC50,0.1,90408987.0,0.1,7.0,1,Active
Active,IC50,0.1,118159738.0,0.1,7.0,1,Active
Active,IC50,0.1,118159766.0,0.1,7.0,1,Active
Active,IC50,0.1,90409008.0,0.1,7.0,1,Active
Active,IC50,0.1,138374601.0,0.1,7.0,1,Active
Active,IC50,0.1,138374605.0,0.1,7.0,1,Active
Active,IC50,0.1,86299192.0,0.1,7.0,1,Active
Active,IC50,0.1,90442467.0,0.1,7.0,1,Active
Active,IC50,0.1,86299238.0,0.1,7.0,1,Active
Active,IC50,0.1,90409043.0,0.1,7.0,1,Active
Active,IC50,0.1,90409388.0,0.1,7.0,1,Active
Active,IC50,0.1,90409957.0,0.1,7.0,1,Active
Active,IC50,0.1,90410497.0,0.1,7.0,1,Active
Active,IC50,0.1,90410728.0,0.1,7.0,1,Active
Active,IC50,0.1,138374602.0,0.1,7.0,1,Active
Active,IC50,0.1,138374607.0,0.1,7.0,1,Active
Active,IC50,0.1,86299241.0,0.1,7.0,1,Active
Active,IC50,0.1,90410172.0,0.1,7.0,1,Active
Active,IC50,0.1,86299117.0,0.1,7.0,1,Active
Active,IC50,0.1,86299120.0,0.1,7.0,1,Active
Active,IC50,0.1,86299255.0,0.1,7.0,1,Active
Active,IC50,0.1,154584696.0,0.1,7.0,1,Active
Active,IC50,0.1,90409012.0,0.1,7.0,1,Active
Active,IC50,0.1,90410406.0,0.1,7.0,1,Active
Active,IC50,0.1,86299190.0,0.1,7.0,1,Active
Active,IC50,0.1,90410546.0,0.1,7.0,1,Active
Active,IC50,0.1,90410424.0,0.1,7.0,1,Active
Active,IC50,0.1,138374587.0,0.1,7.0,1,Active
Active,IC50,0.1,138374595.0,0.1,7.0,1,Active
Active,IC50,0.1,86299180.0,0.1,7.0,1,Active
Active,IC50,0.1,90408867.0,0.1,7.0,1,Active
Active,IC50,0.1,90409738.0,0.1,7.0,1,Active
Active,IC50,0.1,90409469.0,0.1,7.0,1,Active
Active,IC50,0.1,138374594.0,0.1,7.0,1,Active
Active,IC50,0.1,138374599.0,0.1,7.0,1,Active
Active,IC50,0.1,90408831.0,0.1,7.0,1,Active
Active,IC50,0.1,118159825.0,0.1,7.0,1,Active
Active,IC50,0.1,118159937.0,0.1,7.0,1,Active
Active,IC50,0.1,118159510.0,0.1,7.0,1,Active
Active,IC50,0.1,118159846.0,0.1,7.0,1,Active
Active,IC50,0.1,118159655.0,0.1,7.0,1,Active
Active,IC50,0.1,118159832.0,0.1,7.0,1,Active
Active,IC50,0.1,118159581.0,0.1,7.0,1,Active
Active,IC50,0.1,118159650.0,0.1,7.0,1,Active
Active,IC50,0.1,118159534.0,0.1,7.0,1,Active
Active,IC50,0.1,118159672.0,0.1,7.0,1,Active
Active,IC50,0.1,118159578.0,0.1,7.0,1,Active
Active,IC50,0.1,118159575.0,0.1,7.0,1,Active
Active,IC50,0.1,118159802.0,0.1,7.0,1,Active
Active,IC50,0.1,118159543.0,0.1,7.0,1,Active
Active,IC50,0.1,118159597.0,0.1,7.0,1,Active
Active,IC50,0.1,118159674.0,0.1,7.0,1,Active
Active,IC50,0.1,118159911.0,0.1,7.0,1,Active
Active,IC50,0.1,118159435.0,0.1,7.0,1,Active
Active,IC50,0.1,118159721.0,0.1,7.0,1,Active
Active,IC50,0.1,90409666.0,0.1,7.0,1,Active
Active,IC50,0.1,90409056.0,0.1,7.0,1,Active
Active,IC50,0.1,90409776.0,0.1,7.0,1,Active
Active,IC50,0.1,90409731.0,0.1,7.0,1,Active
Active,IC50,0.1,86299223.0,0.1,7.0,1,Active
Active,IC50,0.1,90409139.0,0.1,7.0,1,Active
Active,IC50,0.1,90409153.0,0.1,7.0,1,Active
Active,IC50,0.1,118159769.0,0.1,7.0,1,Active
Active,IC50,0.1,153313168.0,0.1,7.0,1,Active
Active,IC50,0.1,118159787.0,0.1,7.0,1,Active
Active,IC50,0.1,118159867.0,0.1,7.0,1,Active
Active,IC50,0.1,118159437.0,0.1,7.0,1,Active
Active,IC50,0.1,118159549.0,0.1,7.0,1,Active
Active,IC50,0.1,118159629.0,0.1,7.0,1,Active
Active,IC50,0.1,118159417.0,0.1,7.0,1,Active
Active,IC50,0.1,118159481.0,0.1,7.0,1,Active
Active,IC50,0.1,86299184.0,0.1,7.0,1,Active
Active,IC50,0.1,90409633.0,0.1,7.0,1,Active
Active,IC50,0.1,86299247.0,0.1,7.0,1,Active
Active,IC50,0.1,90409158.0,0.1,7.0,1,Active
Active,IC50,0.1,86299167.0,0.1,7.0,1,Active
Active,IC50,0.1,86299248.0,0.1,7.0,1,Active
Active,IC50,0.1,90409327.0,0.1,7.0,1,Active
Active,IC50,0.1,86299252.0,0.1,7.0,1,Active
Active,IC50,0.1,90409526.0,0.1,7.0,1,Active
Active,IC50,0.1,90409019.0,0.1,7.0,1,Active
Active,IC50,0.1,86299182.0,0.1,7.0,1,Active
Active,IC50,0.1,90409533.0,0.1,7.0,1,Active
Active,IC50,0.1,86299186.0,0.1,7.0,1,Active
Active,IC50,0.1,138374606.0,0.1,7.0,1,Active
Active,IC50,0.1,90408862.0,0.1,7.0,1,Active
Active,IC50,0.1,86299179.0,0.1,7.0,1,Active
Active,IC50,0.1,90409720.0,0.1,7.0,1,Active
Active,IC50,0.1,90410545.0,0.1,7.0,1,Active
Active,IC50,0.1,90410892.0,0.1,7.0,1,Active
Active,IC50,0.1,86299115.0,0.1,7.0,1,Active
Active,IC50,0.1,118159841.0,0.1,7.0,1,Active
Active,IC50,0.1,118159882.0,0.1,7.0,1,Active
Active,IC50,0.1,118159733.0,0.1,7.0,1,Active
Active,IC50,0.1,118159727.0,0.1,7.0,1,Active
Active,IC50,0.1,86299236.0,0.1,7.0,1,Active
Active,IC50,0.1,90409503.0,0.1,7.0,1,Active
Active,IC50,0.1,90409565.0,0.1,7.0,1,Active
Active,IC50,0.1,70980220.0,0.1,7.0,1,Active
Active,IC50,0.1,118159918.0,0.1,7.0,1,Active
Active,IC50,0.1,118159698.0,0.1,7.0,1,Active
Active,IC50,0.1,118159606.0,0.1,7.0,1,Active
Active,IC50,0.1,118159852.0,0.1,7.0,1,Active
Active,IC50,0.1,118159817.0,0.1,7.0,1,Active
Active,IC50,0.1,118159810.0,0.1,7.0,1,Active
Active,IC50,0.1,86299243.0,0.1,7.0,1,Active
Active,IC50,0.1,166594427.0,0.1,7.0,1,Active
Active,IC50,0.1,145972215.0,0.1,7.0,1,Active
Active,Ki,0.1,118137879.0,0.1,7.0,1,Active
Active,IC50,0.1,118159741.0,0.1,7.0,1,Active
Active,IC50,0.1,118159573.0,0.1,7.0,1,Active
Active,IC50,0.1,118159661.0,0.1,7.0,1,Active
Active,IC50,0.1,118159637.0,0.1,7.0,1,Active
Active,IC50,0.1,118159704.0,0.1,7.0,1,Active
Active,IC50,0.1,118159870.0,0.1,7.0,1,Active
Active,IC50,0.1,86298847.0,0.1,7.0,1,Active
Active,IC50,0.1,90410046.0,0.1,7.0,1,Active
Active,IC50,0.1,90409544.0,0.1,7.0,1,Active
Active,IC50,0.1,90409294.0,0.1,7.0,1,Active
Active,IC50,0.1,90409339.0,0.1,7.0,1,Active
Active,IC50,0.1,86299178.0,0.1,7.0,1,Active
Active,IC50,0.1,118159829.0,0.1,7.0,1,Active
Active,IC50,0.1,90409814.0,0.1,7.0,1,Active
Active,Ki,0.1,137657448.0,0.1,7.0,1,Active
Active,IC50,0.1,86299193.0,0.1,7.0,1,Active
Active,IC50,0.1,166594405.0,0.1,7.0,1,Active
Active,IC50,0.1,90409288.0,0.1,7.0,1,Active
Active,IC50,0.1,90410669.0,0.1,7.0,1,Active
Active,IC50,0.1,90410544.0,0.1,7.0,1,Active
Active,IC50,0.1,118467673.0,0.1,7.0,1,Active
Active,IC50,0.1,86299163.0,0.1,7.0,1,Active
Active,IC50,0.1,145866577.0,0.1,7.0,1,Active
Active,IC50,0.1,145866589.0,0.1,7.0,1,Active
Active,IC50,0.1,145866610.0,0.1,7.0,1,Active
Active,IC50,0.1,145866482.0,0.1,7.0,1,Active
Active,IC50,0.1,145866486.0,0.1,7.0,1,Active
Active,IC50,0.1,145866495.0,0.1,7.0,1,Active
Active,IC50,0.1,145866572.0,0.1,7.0,1,Active
Active,IC50,0.1,145866587.0,0.1,7.0,1,Active
Active,IC50,0.1,145866604.0,0.1,7.0,1,Active
Active,IC50,0.1,145866505.0,0.1,7.0,1,Active
Active,IC50,0.1,145866521.0,0.1,7.0,1,Active
Active,IC50,0.1,145866601.0,0.1,7.0,1,Active
Active,IC50,0.1,145866503.0,0.1,7.0,1,Active
Active,IC50,0.1,145866514.0,0.1,7.0,1,Active
Active,IC50,0.1,172636594.0,0.1,7.0,1,Active
Active,IC50,0.1,145866551.0,0.1,7.0,1,Active
Active,IC50,0.1,145866586.0,0.1,7.0,1,Active
Active,IC50,0.1,145866497.0,0.1,7.0,1,Active
Active,IC50,0.1,145866523.0,0.1,7.0,1,Active
Active,IC50,0.1,145866544.0,0.1,7.0,1,Active
Active,IC50,0.1,145866499.0,0.1,7.0,1,Active
Active,IC50,0.1,145866517.0,0.1,7.0,1,Active
Active,IC50,0.1,145866519.0,0.1,7.0,1,Active
Active,IC50,0.1,145866492.0,0.1,7.0,1,Active
Active,IC50,0.1,145866545.0,0.1,7.0,1,Active
Active,IC50,0.1,145866548.0,0.1,7.0,1,Active
Active,IC50,0.1,145866567.0,0.1,7.0,1,Active
Active,IC50,0.1,118093844.0,0.1,7.0,1,Active
Active,IC50,0.1,145866524.0,0.1,7.0,1,Active
Active,IC50,0.1,145866564.0,0.1,7.0,1,Active
Active,IC50,0.1,145866488.0,0.1,7.0,1,Active
Active,IC50,0.1,145866490.0,0.1,7.0,1,Active
Active,IC50,0.1,145866531.0,0.1,7.0,1,Active
Active,IC50,0.1,118093948.0,0.1,7.0,1,Active
Active,IC50,0.1,145866568.0,0.1,7.0,1,Active
Active,IC50,0.1,145866509.0,0.1,7.0,1,Active
Active,IC50,0.1,145866512.0,0.1,7.0,1,Active
Active,IC50,0.1,145866528.0,0.1,7.0,1,Active
Active,IC50,0.1,145866565.0,0.1,7.0,1,Active
Active,IC50,0.1,86294482.0,0.1,7.0,1,Active
Active,IC50,0.1,162533938.0,0.1,7.0,1,Active
Active,IC50,0.1,118093978.0,0.1,7.0,1,Active
Active,IC50,0.1,145866508.0,0.1,7.0,1,Active
Active,IC50,0.1,145866525.0,0.1,7.0,1,Active
Active,IC50,0.1,145866526.0,0.1,7.0,1,Active
Active,IC50,0.1,145866491.0,0.1,7.0,1,Active
Active,IC50,0.1,118467643.0,0.1,7.0,1,Active
Active,IC50,0.1,155921827.0,0.1,7.0,1,Active
Active,IC50,0.1,86299234.0,0.1,7.0,1,Active
Active,IC50,0.1,86299112.0,0.1,7.0,1,Active
Active,IC50,0.1,90409032.0,0.1,7.0,1,Active
Active,IC50,0.1,145866494.0,0.1,7.0,1,Active
Active,IC50,0.1,145866566.0,0.1,7.0,1,Active
Active,IC50,0.1,145866580.0,0.1,7.0,1,Active
Active,IC50,0.1,118079501.0,0.1,7.0,1,Active
Active,IC50,0.1,138374586.0,0.1,7.0,1,Active
Active,IC50,0.1,86299114.0,0.1,7.0,1,Active
Active,IC50,0.1,90408858.0,0.1,7.0,1,Active
Active,IC50,0.1,155921868.0,0.1,7.0,1,Active
Active,IC50,0.1,138374590.0,0.1,7.0,1,Active
Active,IC50,0.1,118467668.0,0.1,7.0,1,Active
Active,IC50,0.1,155921846.0,0.1,7.0,1,Active
Active,IC50,0.1,118467619.0,0.1,7.0,1,Active
Active,IC50,0.1,90409931.0,0.1,7.0,1,Active
Active,IC50,0.1,86298852.0,0.1,7.0,1,Active
Active,IC50,0.1,155921814.0,0.1,7.0,1,Active
Active,IC50,0.1,118467672.0,0.1,7.0,1,Active
Active,IC50,0.1,118467680.0,0.1,7.0,1,Active
Active,IC50,0.1,155921844.0,0.1,7.0,1,Active
Active,IC50,0.1,155921864.0,0.1,7.0,1,Active
Active,IC50,0.1,155921866.0,0.1,7.0,1,Active
Active,IC50,0.1,155921867.0,0.1,7.0,1,Active
Active,IC50,0.1,155921813.0,0.1,7.0,1,Active
Active,IC50,0.1,155921860.0,0.1,7.0,1,Active
Active,IC50,0.1,155921869.0,0.1,7.0,1,Active
Active,IC50,0.1,154584692.0,0.1,7.0,1,Active
Active,IC50,0.1,86299170.0,0.1,7.0,1,Active
Active,IC50,0.1,154584688.0,0.1,7.0,1,Active
Active,IC50,0.1,154584703.0,0.1,7.0,1,Active
Active,IC50,0.1,155921861.0,0.1,7.0,1,Active
Active,IC50,0.1,86299244.0,0.1,7.0,1,Active
Active,Ki,0.1,122187526.0,0.1,7.0,1,Active
Active,IC50,0.1,138374600.0,0.1,7.0,1,Active
Active,IC50,0.1,86299240.0,0.1,7.0,1,Active
Active,IC50,0.1,172636601.0,0.1,7.0,1,Active
Active,IC50,0.1,90408641.0,0.1,7.0,1,Active
Active,IC50,0.1,90408934.0,0.1,7.0,1,Active
Active,IC50,0.1,73775441.0,0.1,7.0,1,Active
Active,IC50,0.1,154584701.0,0.1,7.0,1,Active
Active,IC50,0.1,154584702.0,0.1,7.0,1,Active
Active,IC50,0.1,86299173.0,0.1,7.0,1,Active
Active,IC50,0.1,132006958.0,0.1,7.0,1,Active
Active,IC50,0.1,118288050.0,0.1,7.0,1,Active
Active,IC50,0.1,154584687.0,0.1,7.0,1,Active
Active,IC50,0.1,154584700.0,0.1,7.0,1,Active
Active,IC50,0.1,118159697.0,0.1,7.0,1,Active
Active,IC50,0.1,86299229.0,0.1,7.0,1,Active
Active,IC50,0.1,118159822.0,0.1,7.0,1,Active
Active,IC50,0.1,118159765.0,0.1,7.0,1,Active
Active,IC50,0.1,118159675.0,0.1,7.0,1,Active
Active,IC50,0.1,118159463.0,0.1,7.0,1,Active
Active,IC50,0.1,118159579.0,0.1,7.0,1,Active
Active,IC50,0.1,118159451.0,0.1,7.0,1,Active
Active,IC50,0.1,118159428.0,0.1,7.0,1,Active
Active,IC50,0.1,118159731.0,0.1,7.0,1,Active
Active,IC50,0.1,118159716.0,0.1,7.0,1,Active
Active,IC50,0.1,154584697.0,0.1,7.0,1,Active
Active,IC50,0.1,90410252.0,0.1,7.0,1,Active
Active,IC50,0.1,118159663.0,0.1,7.0,1,Active
Active,IC50,0.1,118159770.0,0.1,7.0,1,Active
Active,IC50,0.1,118159640.0,0.1,7.0,1,Active
Active,IC50,0.1,118159425.0,0.1,7.0,1,Active
Active,IC50,0.1,118159767.0,0.1,7.0,1,Active
Active,IC50,0.1,118159643.0,0.1,7.0,1,Active
Active,IC50,0.1,118159429.0,0.1,7.0,1,Active
Active,IC50,0.1,118159570.0,0.1,7.0,1,Active
Active,IC50,0.1,118159495.0,0.1,7.0,1,Active
Active,IC50,0.1,118159489.0,0.1,7.0,1,Active
Active,IC50,0.1,118159633.0,0.1,7.0,1,Active
Active,IC50,0.1,118159636.0,0.1,7.0,1,Active
Active,IC50,0.1,118159527.0,0.1,7.0,1,Active
Active,IC50,0.1,118159665.0,0.1,7.0,1,Active
Active,IC50,0.1,118159415.0,0.1,7.0,1,Active
Active,IC50,0.1,118159736.0,0.1,7.0,1,Active
Active,IC50,0.1,154584685.0,0.1,7.0,1,Active
Active,IC50,0.1,118159856.0,0.1,7.0,1,Active
Active,IC50,0.1,118159830.0,0.1,7.0,1,Active
Active,IC50,0.1,118159876.0,0.1,7.0,1,Active
Active,IC50,0.1,118159761.0,0.1,7.0,1,Active
Active,IC50,0.1,118159448.0,0.1,7.0,1,Active
Active,IC50,0.1,118177574.0,0.1,7.0,1,Active
Active,IC50,0.1,154584698.0,0.1,7.0,1,Active
Active,IC50,0.1,90409289.0,0.1,7.0,1,Active
Active,IC50,0.1,137110911.0,0.1,7.0,1,Active
Active,IC50,0.1,118159891.0,0.1,7.0,1,Active
Active,IC50,0.1,118177581.0,0.1,7.0,1,Active
Active,IC50,0.1,118159657.0,0.1,7.0,1,Active
Active,IC50,0.1,118159641.0,0.1,7.0,1,Active
Active,IC50,0.1,118159718.0,0.1,7.0,1,Active
Active,IC50,0.1,118159419.0,0.1,7.0,1,Active
Active,IC50,0.1,118159488.0,0.1,7.0,1,Active
Active,IC50,0.1,118159816.0,0.1,7.0,1,Active
Active,IC50,0.1,118159875.0,0.1,7.0,1,Active
Active,IC50,0.1,118177575.0,0.1,7.0,1,Active
Active,IC50,0.1,138106795.0,0.1,7.0,1,Active
Active,IC50,0.1,126563617.0,0.1,7.0,1,Active
Active,IC50,0.1,126563614.0,0.1,7.0,1,Active
Active,IC50,0.1,118159574.0,0.1,7.0,1,Active
Active,IC50,0.1,118159502.0,0.1,7.0,1,Active
Active,IC50,0.1,118159793.0,0.1,7.0,1,Active
Active,IC50,0.1,118159591.0,0.1,7.0,1,Active
Active,IC50,0.1,126563613.0,0.1,7.0,1,Active
Active,IC50,0.1,126563584.0,0.1,7.0,1,Active
Active,IC50,0.1,126563619.0,0.1,7.0,1,Active
Active,IC50,0.1,126564483.0,0.1,7.0,1,Active
Active,IC50,0.1,126563603.0,0.1,7.0,1,Active
Active,IC50,0.1,118159541.0,0.1,7.0,1,Active
Active,IC50,0.1,118159559.0,0.1,7.0,1,Active
Active,IC50,0.1,118159529.0,0.1,7.0,1,Active
Active,IC50,0.1,118159668.0,0.1,7.0,1,Active
Active,IC50,0.1,154584691.0,0.1,7.0,1,Active
Active,IC50,0.1,139410748.0,0.1,7.0,1,Active
Active,IC50,0.1,118159484.0,0.1,7.0,1,Active
Active,IC50,0.1,118159658.0,0.1,7.0,1,Active
Active,IC50,0.1,118159487.0,0.1,7.0,1,Active
Active,IC50,0.1,118159768.0,0.1,7.0,1,Active
Active,IC50,0.1,118159479.0,0.1,7.0,1,Active
Active,IC50,0.1,155235073.0,0.1,7.0,1,Active
Active,IC50,0.1,155714975.0,0.1,7.0,1,Active
