Activity,Activity_Type,Activity_Qualifier,Activity_Value,Compound_CID,Protein_Accession,Label
Active,IC50,=,0.5,156344635.0,O60885,1.0
Active,Ki,,0.0645,155043080.0,O60885,1.0
Active,Ki,,0.0391,155043566.0,O60885,1.0
Active,Ki,,0.045,162495395.0,O60885,1.0
Active,Ki,,0.281,155043535.0,O60885,1.0
Active,Ki,,0.0737,155043853.0,O60885,1.0
Active,Ki,,0.0755,155043503.0,O60885,1.0
Active,Ki,,0.0369,155043633.0,O60885,1.0
Active,Ki,,0.044,155043088.0,O60885,1.0
Active,Ki,,0.179,155043487.0,O60885,1.0
Active,Ki,,0.052,155042805.0,O60885,1.0
Active,Ki,,0.0748,155042892.0,O60885,1.0
Active,Ki,,0.0155,155043411.0,O60885,1.0
Active,IC50,,0.000584,54588760.0,O60885,1.0
Active,IC50,,0.0895,121448812.0,O60885,1.0
Active,IC50,,0.083,121424081.0,O60885,1.0
Active,IC50,,0.134,121424083.0,O60885,1.0
Active,IC50,,0.00721,121448737.0,O60885,1.0
Active,IC50,,0.175,124190354.0,O60885,1.0
Active,IC50,,0.182,124190459.0,O60885,1.0
Active,IC50,,0.011,121427808.0,O60885,1.0
Active,IC50,,0.031,121427832.0,O60885,1.0
Active,IC50,,0.02,91799313.0,O60885,1.0
Active,IC50,,0.0803,121448810.0,O60885,1.0
Active,IC50,,0.958,121427806.0,O60885,1.0
Active,IC50,,0.0245,126554289.0,O60885,1.0
Active,IC50,,0.015,121424096.0,O60885,1.0
Active,IC50,=,0.67,53054259.0,O60885,1.0
Active,IC50,<,0.1,118467744.0,O60885,1.0
Active,IC50,=,0.003,71466419.0,O60885,1.0
Active,IC50,=,0.025,70978915.0,O60885,1.0
Active,IC50,=,0.79,71003537.0,O60885,1.0
Active,IC50,=,0.28,70979147.0,O60885,1.0
Active,IC50,=,0.35,70979255.0,O60885,1.0
Active,IC50,=,0.032,72695707.0,O60885,1.0
Active,IC50,=,0.046,71466420.0,O60885,1.0
Active,IC50,=,0.55,72695601.0,O60885,1.0
Active,IC50,=,0.031,72695706.0,O60885,1.0
Active,IC50,=,0.0037,146479053.0,O60885,1.0
Active,IC50,=,0.0106,146479244.0,O60885,1.0
Active,IC50,=,0.0085,146478919.0,O60885,1.0
Active,IC50,=,0.0113,146478922.0,O60885,1.0
Active,IC50,=,0.0859,155431638.0,O60885,1.0
Active,IC50,=,0.0134,162660597.0,O60885,1.0
Active,IC50,=,0.142,155431584.0,O60885,1.0
Active,IC50,=,0.0441,155431212.0,O60885,1.0
Active,IC50,=,0.054,155431226.0,O60885,1.0
Active,Kd,=,0.48,162654369.0,O60885,1.0
Active,IC50,=,0.019,162664319.0,O60885,1.0
Active,IC50,=,0.0042,162670642.0,O60885,1.0
Active,IC50,=,0.042,162646302.0,O60885,1.0
Active,IC50,<,0.0021,162655755.0,O60885,1.0
Active,IC50,=,0.013,141488032.0,O60885,1.0
Active,IC50,<,0.0021,162669413.0,O60885,1.0
Active,IC50,=,0.056,162651921.0,O60885,1.0
Active,IC50,=,0.0317,155431230.0,O60885,1.0
Active,IC50,=,0.0509,155431374.0,O60885,1.0
Active,IC50,=,0.146,155431415.0,O60885,1.0
Active,IC50,=,0.1174,155431199.0,O60885,1.0
Active,IC50,=,0.3687,155431228.0,O60885,1.0
Active,IC50,=,0.0295,155431440.0,O60885,1.0
Active,IC50,=,0.0624,155431419.0,O60885,1.0
Active,IC50,=,0.0214,155431589.0,O60885,1.0
Active,IC50,=,0.823,155431376.0,O60885,1.0
Active,IC50,=,0.252,155431401.0,O60885,1.0
Active,IC50,=,0.0077,155431400.0,O60885,1.0
Active,IC50,=,0.0056,155431223.0,O60885,1.0
Active,IC50,=,0.1399,155431186.0,O60885,1.0
Active,IC50,=,0.0228,162663327.0,O60885,1.0
Active,IC50,=,0.583,155431183.0,O60885,1.0
Active,IC50,=,0.0301,155431366.0,O60885,1.0
Active,IC50,=,0.0058,155431437.0,O60885,1.0
Active,IC50,=,0.03,162656186.0,O60885,1.0
Active,IC50,,0.16,122164730.0,O60885,1.0
Active,IC50,,0.075,122164729.0,O60885,1.0
Active,IC50,,0.22,122164732.0,O60885,1.0
Active,IC50,,0.44,122164731.0,O60885,1.0
Active,IC50,=,0.0181,162643008.0,O60885,1.0
Active,IC50,=,0.0226,155431204.0,O60885,1.0
Active,Ki,,0.00931,155043376.0,O60885,1.0
Active,IC50,=,0.5713,155431251.0,O60885,1.0
Active,IC50,=,0.007,155431658.0,O60885,1.0
Active,IC50,=,0.0015,155431220.0,O60885,1.0
Active,IC50,=,0.01,155431221.0,O60885,1.0
Active,IC50,=,0.0124,155431399.0,O60885,1.0
Active,IC50,=,0.0048,155431586.0,O60885,1.0
Active,Ki,,0.045,155043654.0,O60885,1.0
Active,Ki,,0.0416,155042784.0,O60885,1.0
Active,Ki,,0.0904,155042850.0,O60885,1.0
Active,Ki,,0.0186,155043409.0,O60885,1.0
Active,Ki,,0.0107,155043823.0,O60885,1.0
Active,Ki,,0.153,155043079.0,O60885,1.0
Active,Ki,,0.0255,155043531.0,O60885,1.0
Active,Ki,,0.0288,155043379.0,O60885,1.0
Active,Ki,,0.014,155042867.0,O60885,1.0
Active,Ki,,0.147,155043497.0,O60885,1.0
Active,Ki,,0.0864,155043580.0,O60885,1.0
Active,Ki,,0.0116,155042845.0,O60885,1.0
Active,Kd,=,0.222,162648257.0,O60885,1.0
Active,IC50,,0.00348,136049448.0,O60885,1.0
Active,IC50,,0.0295,54588802.0,O60885,1.0
Active,Ki,,0.0171,155042818.0,O60885,1.0
Active,Ki,,0.0703,155043841.0,O60885,1.0
Active,Ki,,0.0551,155043762.0,O60885,1.0
Active,Ki,,0.00126,155042823.0,O60885,1.0
Active,Ki,,0.0527,155042764.0,O60885,1.0
Active,Ki,,0.203,155042821.0,O60885,1.0
Active,Ki,,0.0176,155043517.0,O60885,1.0
Active,Ki,,0.0145,155043408.0,O60885,1.0
Active,Ki,,0.0243,155043887.0,O60885,1.0
Active,Ki,,0.0165,155042755.0,O60885,1.0
Active,Ki,,0.0525,155043540.0,O60885,1.0
Active,Ki,,0.0331,155043075.0,O60885,1.0
Active,Ki,,0.0562,155043361.0,O60885,1.0
Active,Ki,,0.0591,155042853.0,O60885,1.0
Active,Ki,,0.0753,155042801.0,O60885,1.0
Active,Ki,,0.0357,155042793.0,O60885,1.0
Active,Ki,,0.0088,155042813.0,O60885,1.0
Active,Ki,,0.0161,155043402.0,O60885,1.0
Active,Ki,,0.0481,155043401.0,O60885,1.0
Active,Ki,,0.0129,155043881.0,O60885,1.0
Active,Ki,,0.014,155043514.0,O60885,1.0
Active,Ki,,0.0686,155042760.0,O60885,1.0
Active,Ki,,0.0129,155042817.0,O60885,1.0
Active,Ki,,0.0352,155043498.0,O60885,1.0
Active,Ki,,0.0415,155043360.0,O60885,1.0
Active,Ki,,0.0154,155043636.0,O60885,1.0
Active,Ki,,0.196,155043495.0,O60885,1.0
Active,Ki,,0.0216,155043567.0,O60885,1.0
Active,Ki,,0.0451,155043533.0,O60885,1.0
Active,Ki,,0.151,162495369.0,O60885,1.0
Active,Ki,,0.0952,155043374.0,O60885,1.0
Active,Ki,,0.116,162495349.0,O60885,1.0
Active,Ki,,0.193,155043843.0,O60885,1.0
Active,Ki,,0.0623,155042785.0,O60885,1.0
Active,Ki,,0.006,155042780.0,O60885,1.0
Active,Ki,,0.0886,155043542.0,O60885,1.0
Active,Ki,,0.00295,155042794.0,O60885,1.0
Active,Ki,<,0.001,162495326.0,O60885,1.0
Active,Ki,,0.142,155042791.0,O60885,1.0
Active,Ki,,0.0311,155043752.0,O60885,1.0
Active,Ki,,0.0247,155043856.0,O60885,1.0
Active,Ki,,0.00573,155043615.0,O60885,1.0
Active,Ki,,0.00643,155043581.0,O60885,1.0
Active,Ki,,0.0145,155042838.0,O60885,1.0
Active,Ki,,0.115,155043541.0,O60885,1.0
Active,Ki,,0.00397,155043862.0,O60885,1.0
Active,Ki,,0.00706,155042899.0,O60885,1.0
Active,Ki,,0.0148,162495333.0,O60885,1.0
Active,IC50,,0.78,86293165.0,O60885,1.0
Active,IC50,,0.1,86294482.0,O60885,1.0
Active,Kd,<,0.05,175874104.0,O60885,1.0
Active,Kd,<,0.05,175874057.0,O60885,1.0
Active,Kd,,0.275,176733059.0,O60885,1.0
Active,Kd,,0.275,175874117.0,O60885,1.0
Active,Ki,,0.0371,154663174.0,O60885,1.0
Active,Ki,,0.0209,155043840.0,O60885,1.0
Active,Ki,,0.0152,155043883.0,O60885,1.0
Active,Ki,,0.177,155042798.0,O60885,1.0
Active,Ki,,0.207,155043658.0,O60885,1.0
Active,Ki,,0.0129,162495317.0,O60885,1.0
Active,Ki,,0.0559,155043661.0,O60885,1.0
Active,IC50,,0.066,86292580.0,O60885,1.0
Active,IC50,,0.14,91826364.0,O60885,1.0
Active,IC50,,0.055,86292582.0,O60885,1.0
Active,IC50,,0.39,86291999.0,O60885,1.0
Active,IC50,,0.14,91826336.0,O60885,1.0
Active,IC50,,0.025,86293162.0,O60885,1.0
Active,IC50,,0.068,91826318.0,O60885,1.0
Active,IC50,,0.087,86294691.0,O60885,1.0
Active,IC50,,0.13,86293915.0,O60885,1.0
Active,IC50,,0.15,86294098.0,O60885,1.0
Active,IC50,,0.068,86292966.0,O60885,1.0
Active,IC50,,0.46,86293917.0,O60885,1.0
Active,IC50,,0.045,91826387.0,O60885,1.0
Active,IC50,,0.049,91826355.0,O60885,1.0
Active,Ki,,0.002,71616300.0,O60885,1.0
Active,Ki,,0.0021,71617109.0,O60885,1.0
Active,Ki,,0.0108,71616539.0,O60885,1.0
Active,Ki,,0.00068,71616056.0,O60885,1.0
Active,IC50,,0.055,91826386.0,O60885,1.0
Active,IC50,,0.022,91826383.0,O60885,1.0
Active,IC50,,0.13,86292188.0,O60885,1.0
Active,IC50,,0.19,91826389.0,O60885,1.0
Active,IC50,,0.14,91826346.0,O60885,1.0
Active,IC50,,0.036,91826332.0,O60885,1.0
Active,IC50,,0.059,86293161.0,O60885,1.0
Active,IC50,,0.27,86294692.0,O60885,1.0
Active,IC50,,0.13,86293916.0,O60885,1.0
Active,IC50,,0.29,91826339.0,O60885,1.0
Active,IC50,,0.091,86293541.0,O60885,1.0
Active,IC50,,0.11,91826397.0,O60885,1.0
Active,IC50,,0.013,86292780.0,O60885,1.0
Active,Ki,,0.0018,89656032.0,O60885,1.0
Active,Ki,,0.0017,89655850.0,O60885,1.0
Active,Ki,,0.0181,89656492.0,O60885,1.0
Active,Ki,,0.094,89655964.0,O60885,1.0
Active,Ki,,0.0148,89657607.0,O60885,1.0
Active,Ki,,0.0068,71617108.0,O60885,1.0
Active,Ki,,0.0297,136236450.0,O60885,1.0
Active,Ki,,0.101,136236449.0,O60885,1.0
Active,Ki,,0.0097,71617576.0,O60885,1.0
Active,Ki,,0.0017,71617689.0,O60885,1.0
Active,Ki,,0.0145,71615939.0,O60885,1.0
Active,Ki,,0.0026,71615942.0,O60885,1.0
Active,Ki,,0.0025,71616654.0,O60885,1.0
Active,Ki,,0.0042,71616536.0,O60885,1.0
Active,Ki,,0.0154,71616416.0,O60885,1.0
Active,Ki,,0.0026,71616414.0,O60885,1.0
Active,IC50,=,0.63096,129023252.0,O60885,1.0
Active,IC50,=,0.12589,131987176.0,O60885,1.0
Active,IC50,=,0.01995,138618746.0,O60885,1.0
Active,Ki,,0.0015,89657443.0,O60885,1.0
Active,Ki,,0.0024,89657383.0,O60885,1.0
Active,IC50,<,0.1,146012201.0,O60885,1.0
Active,IC50,<,0.1,118467696.0,O60885,1.0
Active,IC50,<,0.1,118467659.0,O60885,1.0
Active,IC50,<,0.1,118467631.0,O60885,1.0
Active,IC50,<,0.1,146012196.0,O60885,1.0
Active,IC50,<,0.1,118467747.0,O60885,1.0
Active,IC50,<,0.1,118467708.0,O60885,1.0
Active,IC50,<,0.1,118467700.0,O60885,1.0
Active,IC50,<,0.1,118467730.0,O60885,1.0
Active,IC50,<,0.1,118467650.0,O60885,1.0
Active,IC50,<,0.1,118467643.0,O60885,1.0
Active,IC50,<,0.1,118467645.0,O60885,1.0
Active,IC50,<,0.1,118467687.0,O60885,1.0
Active,IC50,<,0.1,146012215.0,O60885,1.0
Active,IC50,<,0.1,118467628.0,O60885,1.0
Active,IC50,<,0.1,118467651.0,O60885,1.0
Active,IC50,=,0.023,162646951.0,O60885,1.0
Active,IC50,=,0.092,162670722.0,O60885,1.0
Active,IC50,=,0.026,162648154.0,O60885,1.0
Active,IC50,=,0.02,162656301.0,O60885,1.0
Active,IC50,=,0.03,162656460.0,O60885,1.0
Active,IC50,=,0.203,162674427.0,O60885,1.0
Active,IC50,=,0.12589,129022870.0,O60885,1.0
Active,IC50,=,0.01,132004147.0,O60885,1.0
Active,IC50,=,0.15849,131987186.0,O60885,1.0
Active,IC50,=,0.15849,131987264.0,O60885,1.0
Active,IC50,=,0.03162,132004085.0,O60885,1.0
Active,IC50,=,0.03162,131987225.0,O60885,1.0
Active,IC50,=,0.01259,131987237.0,O60885,1.0
Active,IC50,=,0.31623,126675255.0,O60885,1.0
Active,Ki,,0.0594,136236448.0,O60885,1.0
Active,Ki,,0.0005,71621850.0,O60885,1.0
Active,Ki,,0.0215,71621709.0,O60885,1.0
Active,Ki,,0.0023,71617577.0,O60885,1.0
Active,Ki,,0.0028,71621707.0,O60885,1.0
Active,Ki,,0.0035,71615940.0,O60885,1.0
Active,Ki,,0.00078,89657377.0,O60885,1.0
Active,Ki,,0.0102,89656484.0,O60885,1.0
Active,Ki,,0.0016,89655916.0,O60885,1.0
Active,Ki,,0.023,89656486.0,O60885,1.0
Active,Ki,,0.0082,89655902.0,O60885,1.0
Active,Ki,,0.0021,89656373.0,O60885,1.0
Active,Ki,,0.0027,89657331.0,O60885,1.0
Active,Ki,,0.295,71616058.0,O60885,1.0
Active,Ki,,0.0231,124222789.0,O60885,1.0
Active,Ki,,0.154,89656218.0,O60885,1.0
Active,Ki,,0.005,89656397.0,O60885,1.0
Active,Ki,,0.0059,89656470.0,O60885,1.0
Active,Ki,,0.0019,89657235.0,O60885,1.0
Active,Ki,,0.0017,71617219.0,O60885,1.0
Active,Ki,,0.0049,71616991.0,O60885,1.0
Active,Ki,,0.0081,71617463.0,O60885,1.0
Active,Ki,,0.0021,71616656.0,O60885,1.0
Active,Ki,,0.0032,89657424.0,O60885,1.0
Active,Ki,,0.181,124222788.0,O60885,1.0
Active,Ki,,0.0822,89656474.0,O60885,1.0
Active,Ki,,0.00039,71616053.0,O60885,1.0
Active,Ki,,0.0225,89656239.0,O60885,1.0
Active,Ki,,0.0891,89657379.0,O60885,1.0
Active,Ki,,0.0071,89656223.0,O60885,1.0
Active,Ki,,0.0155,89657348.0,O60885,1.0
Active,Ki,,0.0075,89656314.0,O60885,1.0
Active,Ki,,0.13,90199467.0,O60885,1.0
Active,Ki,,0.171,89657539.0,O60885,1.0
Active,Ki,,0.0035,124222785.0,O60885,1.0
Active,Ki,,0.0081,89655976.0,O60885,1.0
Active,Ki,,0.0107,89656156.0,O60885,1.0
Active,Ki,,0.0435,89656174.0,O60885,1.0
Active,Ki,,0.136,89657556.0,O60885,1.0
Active,Ki,,0.0474,89657222.0,O60885,1.0
Active,Ki,,0.0169,89657617.0,O60885,1.0
Active,Ki,,0.0162,71616990.0,O60885,1.0
Active,Ki,,0.003,71617458.0,O60885,1.0
Active,Ki,,0.0516,71617690.0,O60885,1.0
Active,Ki,,0.0017,71616657.0,O60885,1.0
Active,Ki,,0.0036,89656209.0,O60885,1.0
Active,Ki,,0.0158,89657463.0,O60885,1.0
Active,Ki,,0.0499,89657480.0,O60885,1.0
Active,Ki,,0.0719,89656330.0,O60885,1.0
Active,Ki,,0.0018,89657419.0,O60885,1.0
Active,Ki,,0.0059,89657597.0,O60885,1.0
Active,Ki,,0.0061,89657498.0,O60885,1.0
Active,Ki,,0.0015,89657632.0,O60885,1.0
Active,Ki,,0.002,89656242.0,O60885,1.0
Active,Ki,,0.00083,89656460.0,O60885,1.0
Active,Ki,,0.0179,89656425.0,O60885,1.0
Active,Ki,,0.0857,89656412.0,O60885,1.0
Active,Ki,,0.00087,71616872.0,O60885,1.0
Active,Ki,,0.0101,71616415.0,O60885,1.0
Active,Ki,,0.153,89657266.0,O60885,1.0
Active,Ki,,0.0099,89657542.0,O60885,1.0
Active,Ki,,0.0416,136502897.0,O60885,1.0
Active,Ki,,0.037,136502905.0,O60885,1.0
Active,Ki,,0.0041,89655888.0,O60885,1.0
Active,Ki,,0.0065,89657402.0,O60885,1.0
Active,Ki,,0.215,89657593.0,O60885,1.0
Active,Ki,,0.19,89657633.0,O60885,1.0
Active,Ki,,0.00052,71616768.0,O60885,1.0
Active,Ki,,0.257,71616540.0,O60885,1.0
Active,Ki,,0.0014,71600087.0,O60885,1.0
Active,Ki,,0.001,71616054.0,O60885,1.0
Active,Ki,,0.0064,71616301.0,O60885,1.0
Active,Ki,,0.0052,89656080.0,O60885,1.0
Active,Ki,,0.0558,89656319.0,O60885,1.0
Active,Ki,,0.0019,89656079.0,O60885,1.0
Active,Ki,,0.0346,90200532.0,O60885,1.0
Active,Ki,,0.004,89657481.0,O60885,1.0
Active,Ki,,0.0121,89656488.0,O60885,1.0
Active,Ki,,0.125,89657619.0,O60885,1.0
Active,Ki,,0.0013,89656132.0,O60885,1.0
Active,Ki,,0.0136,89656342.0,O60885,1.0
Active,Ki,,0.0044,89656183.0,O60885,1.0
Active,Ki,,0.0178,89657626.0,O60885,1.0
Active,Ki,,0.107,89657308.0,O60885,1.0
Active,Ki,,0.0109,71616769.0,O60885,1.0
Active,Ki,,0.0179,71616767.0,O60885,1.0
Active,Ki,,0.0024,71621851.0,O60885,1.0
Active,Ki,,0.0011,71617221.0,O60885,1.0
Active,Ki,,0.00081,71617222.0,O60885,1.0
Active,Ki,,0.0122,71617575.0,O60885,1.0
Active,Ki,,0.0074,71616055.0,O60885,1.0
Active,Ki,,0.0938,71617335.0,O60885,1.0
Active,Ki,,0.041,71616297.0,O60885,1.0
Active,Ki,,0.0163,89657496.0,O60885,1.0
Active,Ki,,0.0097,89657523.0,O60885,1.0
Active,Ki,,0.0103,89656399.0,O60885,1.0
Active,Ki,,0.295,89657544.0,O60885,1.0
Active,Ki,,0.0322,71617105.0,O60885,1.0
Active,Ki,,0.0017,71621708.0,O60885,1.0
Active,Ki,,0.003,71616655.0,O60885,1.0
Active,Ki,,0.0043,71616537.0,O60885,1.0
Active,Ki,,0.119,89657305.0,O60885,1.0
Active,Ki,,0.0228,89656306.0,O60885,1.0
Active,Ki,,0.0136,89657387.0,O60885,1.0
Active,Ki,,0.0014,71616875.0,O60885,1.0
Active,Ki,,0.00075,71617460.0,O60885,1.0
Active,Ki,,0.0089,89656146.0,O60885,1.0
Active,Ki,,0.0015,89656472.0,O60885,1.0
Active,Ki,,0.0115,89656348.0,O60885,1.0
Active,Ki,,0.0036,89657448.0,O60885,1.0
Active,Ki,,0.0088,89657576.0,O60885,1.0
Active,Ki,,0.0152,89657420.0,O60885,1.0
Active,Ki,,0.0361,89657408.0,O60885,1.0
Active,Ki,,0.0008,89657569.0,O60885,1.0
Active,Ki,,0.0304,89656149.0,O60885,1.0
Active,Ki,,0.155,89657637.0,O60885,1.0
Active,Ki,,0.0029,89656285.0,O60885,1.0
Active,Ki,,0.0329,89657375.0,O60885,1.0
Active,Ki,,0.0026,90200321.0,O60885,1.0
Active,Ki,,0.0116,89656245.0,O60885,1.0
Active,Ki,,0.0022,89657627.0,O60885,1.0
Active,Ki,,0.0089,89657565.0,O60885,1.0
Active,Ki,,0.0422,136236458.0,O60885,1.0
Active,Ki,,0.0934,71617694.0,O60885,1.0
Active,Ki,,0.0322,71616538.0,O60885,1.0
Active,Ki,,0.0046,89656439.0,O60885,1.0
Active,Ki,,0.0029,89655852.0,O60885,1.0
Active,Ki,,0.0723,89655915.0,O60885,1.0
Active,Ki,,0.0013,89657466.0,O60885,1.0
Active,Ki,,0.0078,89657344.0,O60885,1.0
Active,Ki,,0.0013,89656009.0,O60885,1.0
Active,Ki,,0.157,89656034.0,O60885,1.0
Active,Ki,,0.152,90200600.0,O60885,1.0
Active,Ki,,0.129,71616184.0,O60885,1.0
Active,Ki,,0.0427,71616182.0,O60885,1.0
Active,Ki,,0.0245,89656147.0,O60885,1.0
Active,Ki,,0.0314,89656406.0,O60885,1.0
Active,Ki,,0.0114,89656277.0,O60885,1.0
Active,Ki,,0.0174,89657333.0,O60885,1.0
Active,Ki,,0.003,89656462.0,O60885,1.0
Active,Ki,,0.0017,89656189.0,O60885,1.0
Active,Ki,,0.0102,89656208.0,O60885,1.0
Active,Ki,,0.205,136502891.0,O60885,1.0
Active,Ki,,0.0986,89657536.0,O60885,1.0
Active,Ki,,0.0087,89657346.0,O60885,1.0
Active,Ki,,0.018,71617338.0,O60885,1.0
Active,Ki,,0.0015,89657357.0,O60885,1.0
Active,Ki,,0.0192,89656459.0,O60885,1.0
Active,Ki,,0.0379,89657603.0,O60885,1.0
Active,Ki,,0.0671,89657540.0,O60885,1.0
Active,Ki,,0.0051,71616873.0,O60885,1.0
Active,Ki,,0.0043,71616765.0,O60885,1.0
Active,Ki,,0.0247,71616877.0,O60885,1.0
Active,Ki,,0.0253,71617106.0,O60885,1.0
Active,Ki,,0.0013,89656198.0,O60885,1.0
Active,Ki,,0.0122,89656456.0,O60885,1.0
Active,Ki,,0.0036,89656344.0,O60885,1.0
Active,Ki,,0.0774,124222784.0,O60885,1.0
Active,Ki,,0.0028,71616987.0,O60885,1.0
Active,Ki,,0.00099,136236456.0,O60885,1.0
Active,Ki,,0.205,71617691.0,O60885,1.0
Active,Ki,,0.019,71617693.0,O60885,1.0
Active,Ki,,0.0067,71616659.0,O60885,1.0
Active,Ki,,0.0034,71616418.0,O60885,1.0
Active,Ki,,0.0024,71621544.0,O60885,1.0
Active,Ki,,0.0111,89656240.0,O60885,1.0
Active,Ki,,0.009,89657596.0,O60885,1.0
Active,Ki,,0.0124,89657422.0,O60885,1.0
Active,Ki,,0.00076,89657397.0,O60885,1.0
Active,Ki,,0.0018,136236451.0,O60885,1.0
Active,Ki,,0.286,71617692.0,O60885,1.0
Active,Ki,,0.0018,71621546.0,O60885,1.0
Active,Ki,,0.0177,89657434.0,O60885,1.0
Active,Ki,,0.0025,71616658.0,O60885,1.0
Active,Ki,,0.066,89656185.0,O60885,1.0
Active,Ki,,0.0043,89657534.0,O60885,1.0
Active,Ki,,0.0796,89657404.0,O60885,1.0
Active,Ki,,0.0204,89657560.0,O60885,1.0
Active,Ki,,0.0101,89657583.0,O60885,1.0
Active,Ki,,0.0051,89657282.0,O60885,1.0
Active,Ki,,0.005,89655858.0,O60885,1.0
Active,Ki,,0.0012,89656490.0,O60885,1.0
Active,Ki,,0.0011,89656215.0,O60885,1.0
Active,Ki,,0.0198,89657437.0,O60885,1.0
Active,Ki,,0.0034,71617336.0,O60885,1.0
Active,Ki,,0.0075,124222781.0,O60885,1.0
Active,Ki,,0.00075,71615944.0,O60885,1.0
Active,Ki,,0.0103,71621545.0,O60885,1.0
Active,Ki,,0.158,89657395.0,O60885,1.0
Active,Ki,,0.0037,124222786.0,O60885,1.0
Active,Ki,,0.0035,89656394.0,O60885,1.0
Active,Ki,,0.0019,89656219.0,O60885,1.0
Active,Ki,,0.0042,89655983.0,O60885,1.0
Active,Ki,,0.0029,89655883.0,O60885,1.0
Active,Ki,,0.0689,89656273.0,O60885,1.0
Active,Ki,,0.0033,89655978.0,O60885,1.0
Active,Ki,,0.0045,89656035.0,O60885,1.0
Active,Ki,,0.0042,89656464.0,O60885,1.0
Active,Ki,,0.003,89656281.0,O60885,1.0
Active,Ki,,0.0011,71616988.0,O60885,1.0
Active,Ki,,0.0294,89656368.0,O60885,1.0
Active,Ki,,0.0305,89657533.0,O60885,1.0
Active,Ki,,0.0225,89656321.0,O60885,1.0
Active,Ki,,0.0111,89656151.0,O60885,1.0
Active,Ki,,0.0719,71616181.0,O60885,1.0
Active,Ki,,0.0369,89657474.0,O60885,1.0
Active,Ki,,0.0376,89656213.0,O60885,1.0
Active,Ki,,0.0801,89656480.0,O60885,1.0
Active,Ki,,0.0022,89655935.0,O60885,1.0
Active,Ki,,0.0069,89656443.0,O60885,1.0
Active,Ki,,0.0066,89656155.0,O60885,1.0
Active,Ki,,0.0209,89657595.0,O60885,1.0
Active,Ki,,0.0131,89656487.0,O60885,1.0
Active,Ki,,0.112,89657225.0,O60885,1.0
Active,Ki,,0.0034,71616874.0,O60885,1.0
Active,Ki,,0.0157,136502906.0,O60885,1.0
Active,Ki,,0.0345,89656076.0,O60885,1.0
Active,Ki,,0.00088,89656315.0,O60885,1.0
Active,Ki,,0.0246,89656250.0,O60885,1.0
Active,Ki,,0.0065,71616986.0,O60885,1.0
Active,Ki,,0.0087,71616989.0,O60885,1.0
Active,Ki,,0.0091,136236453.0,O60885,1.0
Active,Ki,,0.0062,136236452.0,O60885,1.0
Active,Ki,,0.0531,71617337.0,O60885,1.0
Active,Ki,,0.0055,71616419.0,O60885,1.0
Active,Ki,,0.19,89657550.0,O60885,1.0
Active,Ki,,0.092,89656122.0,O60885,1.0
Active,Ki,,0.0012,89656197.0,O60885,1.0
Active,Ki,,0.003,89657440.0,O60885,1.0
Active,Ki,,0.0102,136502890.0,O60885,1.0
Active,Ki,,0.0143,89657614.0,O60885,1.0
Active,Ki,,0.0046,89657470.0,O60885,1.0
Active,Ki,,0.108,89656389.0,O60885,1.0
Active,Ki,,0.0053,89657537.0,O60885,1.0
Active,Ki,,0.0191,89656320.0,O60885,1.0
Active,Ki,,0.0032,89656089.0,O60885,1.0
Active,Ki,,0.0038,71616766.0,O60885,1.0
Active,Ki,,0.0123,71617333.0,O60885,1.0
Active,Ki,,0.0054,71617573.0,O60885,1.0
Active,Ki,,0.0058,71616302.0,O60885,1.0
Active,Ki,,0.0646,71616299.0,O60885,1.0
Active,Ki,,0.0334,124222787.0,O60885,1.0
Active,Ki,,0.0089,89656015.0,O60885,1.0
Active,Ki,,0.0121,89656131.0,O60885,1.0
Active,Ki,,0.0487,89656491.0,O60885,1.0
Active,Ki,,0.0375,124222783.0,O60885,1.0
Active,Ki,,0.124,71616541.0,O60885,1.0
Active,Ki,,0.0962,71616185.0,O60885,1.0
Active,Ki,,0.145,89656115.0,O60885,1.0
Active,Ki,,0.0169,89656369.0,O60885,1.0
Active,Ki,,0.0217,89656429.0,O60885,1.0
Active,Ki,,0.0203,89656210.0,O60885,1.0
Active,Ki,,0.0737,89656162.0,O60885,1.0
Active,Ki,,0.211,89656224.0,O60885,1.0
Active,Ki,,0.006,89657594.0,O60885,1.0
Active,Ki,,0.0096,89656362.0,O60885,1.0
Active,Ki,,0.006,89655945.0,O60885,1.0
Active,Ki,,0.0085,89657456.0,O60885,1.0
Active,Ki,,0.0148,86721080.0,O60885,1.0
Active,Ki,,0.0241,71621710.0,O60885,1.0
Active,Ki,,0.0127,89657558.0,O60885,1.0
Active,Ki,,0.0116,89657638.0,O60885,1.0
Active,Ki,,0.0067,89656027.0,O60885,1.0
Active,Ki,,0.0048,89656479.0,O60885,1.0
Active,Ki,,0.0018,89657217.0,O60885,1.0
Active,Ki,,0.0095,89656106.0,O60885,1.0
Active,Ki,,0.0409,89656361.0,O60885,1.0
Active,Ki,,0.0279,89657605.0,O60885,1.0
Active,Ki,,0.18,89656118.0,O60885,1.0
Active,Ki,,0.0025,89657161.0,O60885,1.0
Active,Ki,,0.0218,89656437.0,O60885,1.0
Active,Ki,,0.0334,89657618.0,O60885,1.0
Active,Ki,,0.0067,71617218.0,O60885,1.0
Active,Ki,,0.0468,71617223.0,O60885,1.0
Active,Ki,,0.0336,71621849.0,O60885,1.0
